YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2010-01-01,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,51,0.067,1,0.067,1,0.306,51,0.17,0
2010-01-01,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,51,0.067,1,0.067,1,0.306,51,0.17,0
2010-01-01,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,3,0.067,1,0.067,1,0.307,51,0.17,0
2010-01-01,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,51,0.067,1,0.067,1,0.307,51,0.17,0
2010-01-01,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,51,0.067,1,0.067,1,0.308,51,0.17,0
2010-01-01,6:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,3,0.067,1,0.067,1,0.309,51,0.17,0
2010-01-01,7:00,89.7,118.2,0,83,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,24,1,27,0,24,0,10,9,16,0,10,-9900,99,-9900,99,-9900,99,0.9,51,0.067,1,0.058,1,0.309,51,0.17,0
2010-01-01,8:00,84.5,122.9,136,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,20,24,0,27,20,24,60,10,372,16,24,10,-9900,99,-9900,99,-9900,99,0.9,51,0.067,1,0.058,1,0.310,51,0.17,0
2010-01-01,9:00,74.9,132.8,369,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,69,24,0,27,69,24,225,10,697,16,43,10,-9900,99,-9900,99,-9900,99,0.8,3,0.067,1,0.058,1,0.310,51,0.17,0
2010-01-01,10:00,66.7,144.6,558,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,210,28,80,31,179,28,385,10,830,16,57,10,-9900,99,-9900,99,-9900,99,0.7,51,0.067,1,0.058,1,0.311,51,0.17,0
2010-01-01,11:00,60.9,158.5,689,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,401,28,194,31,306,28,501,10,893,16,67,10,-9900,99,-9900,99,-9900,99,0.6,51,0.067,1,0.058,1,0.312,51,0.17,0
2010-01-01,12:00,58.0,174.2,751,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,510,28,579,31,203,28,560,10,921,16,71,10,-9900,99,-9900,99,-9900,99,0.5,3,0.067,1,0.058,1,0.312,51,0.17,0
2010-01-01,13:00,58.4,190.4,740,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,266,28,190,31,166,28,550,10,916,16,71,10,-9900,99,-9900,99,-9900,99,0.5,51,0.067,1,0.058,1,0.313,51,0.17,0
2010-01-01,14:00,62.3,205.6,658,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,359,28,354,31,195,28,476,10,884,16,65,10,-9900,99,-9900,99,-9900,99,0.5,51,0.067,1,0.058,1,0.313,51,0.17,0
2010-01-01,15:00,68.8,219.0,510,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,304,28,549,31,106,28,345,10,809,16,54,10,-9900,99,-9900,99,-9900,99,0.6,3,0.067,1,0.058,1,0.314,51,0.17,0
2010-01-01,16:00,77.5,230.2,307,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,158,28,438,31,63,28,178,10,642,16,39,10,-9900,99,-9900,99,-9900,99,0.6,51,0.067,1,0.058,1,0.315,51,0.17,0
2010-01-01,17:00,86.2,238.7,73,1097,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,29,24,223,27,14,24,29,10,223,16,14,10,-9900,99,-9900,99,-9900,99,0.6,51,0.067,1,0.058,1,0.315,51,0.17,0
2010-01-01,18:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.067,1,0.058,1,0.316,51,0.17,0
2010-01-01,19:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.067,1,0.058,1,0.316,51,0.17,0
2010-01-01,20:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,51,0.067,1,0.058,1,0.317,51,0.17,0
2010-01-01,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,3,0.067,1,0.058,1,0.318,51,0.17,0
2010-01-01,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,51,0.067,1,0.058,1,0.318,51,0.17,0
2010-01-01,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,51,0.067,1,0.058,1,0.319,51,0.17,0
2010-01-01,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,3,0.067,1,0.058,1,0.319,51,0.17,0
2010-01-02,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,51,0.066,1,0.058,1,0.320,2,0.17,0
2010-01-02,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,51,0.066,1,0.058,1,0.321,51,0.17,0
2010-01-02,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.066,1,0.058,1,0.322,51,0.17,0
2010-01-02,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,51,0.066,1,0.058,1,0.323,51,0.17,0
2010-01-02,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,51,0.066,1,0.058,1,0.323,51,0.17,0
2010-01-02,6:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,3,0.066,1,0.058,1,0.324,51,0.17,0
2010-01-02,7:00,89.7,118.0,0,83,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,24,0,27,0,24,0,10,2,16,0,10,-9900,99,-9900,99,-9900,99,0.6,51,0.066,1,0.115,1,0.325,51,0.17,0
2010-01-02,8:00,84.5,122.7,136,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,23,24,0,27,23,24,51,10,220,16,30,10,-9900,99,-9900,99,-9900,99,0.5,51,0.066,1,0.115,1,0.326,51,0.17,0
2010-01-02,9:00,74.9,132.7,369,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,59,24,0,27,59,24,210,10,573,16,61,10,-9900,99,-9900,99,-9900,99,0.5,3,0.066,1,0.115,1,0.327,51,0.17,0
2010-01-02,10:00,66.7,144.5,559,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,125,28,132,31,73,28,370,10,730,16,81,10,-9900,99,-9900,99,-9900,99,0.4,51,0.066,1,0.115,1,0.328,51,0.17,0
2010-01-02,11:00,60.8,158.4,690,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,442,28,651,31,124,28,487,10,803,16,95,10,-9900,99,-9900,99,-9900,99,0.4,51,0.066,1,0.115,1,0.329,51,0.17,0
2010-01-02,12:00,57.9,174.1,752,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,472,28,617,31,145,28,545,10,832,16,102,10,-9900,99,-9900,99,-9900,99,0.4,3,0.066,1,0.115,1,0.330,51,0.17,0
2010-01-02,13:00,58.3,190.3,743,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,529,28,779,31,120,28,535,10,828,16,101,10,-9900,99,-9900,99,-9900,99,0.4,51,0.066,1,0.115,1,0.331,51,0.17,0
2010-01-02,14:00,62.1,205.6,661,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,448,28,737,31,104,28,461,10,789,16,92,10,-9900,99,-9900,99,-9900,99,0.4,51,0.066,1,0.115,1,0.331,51,0.17,0
2010-01-02,15:00,68.7,218.9,514,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,299,28,446,31,138,28,330,10,699,16,76,10,-9900,99,-9900,99,-9900,99,0.5,3,0.066,1,0.115,1,0.332,51,0.17,0
2010-01-02,16:00,77.3,230.2,310,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,165,24,504,27,54,24,165,10,504,16,54,10,-9900,99,-9900,99,-9900,99,0.5,51,0.066,1,0.115,1,0.333,51,0.17,0
2010-01-02,17:00,86.1,238.8,76,1120,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,25,25,114,28,17,25,25,10,114,16,17,10,-9900,99,-9900,99,-9900,99,0.5,51,0.066,1,0.115,1,0.334,51,0.17,0
2010-01-02,18:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,3,0.066,1,0.115,1,0.335,51,0.17,0
2010-01-02,19:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,51,0.066,1,0.115,1,0.336,51,0.17,0
2010-01-02,20:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,51,0.066,1,0.115,1,0.337,51,0.17,0
2010-01-02,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.066,1,0.115,1,0.337,51,0.17,0
2010-01-02,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.066,1,0.115,1,0.338,51,0.17,0
2010-01-02,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.066,1,0.115,1,0.339,51,0.17,0
2010-01-02,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.066,1,0.115,1,0.340,51,0.17,0
2010-01-03,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.066,1,0.115,1,0.341,2,0.17,0
2010-01-03,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.066,1,0.115,1,0.343,51,0.17,0
2010-01-03,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.066,1,0.115,1,0.344,51,0.17,0
2010-01-03,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,51,0.066,1,0.115,1,0.346,51,0.17,0
2010-01-03,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,51,0.066,1,0.115,1,0.347,51,0.17,0
2010-01-03,6:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,3,0.066,1,0.115,1,0.349,51,0.17,0
2010-01-03,7:00,89.8,117.9,0,83,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,24,0,27,0,24,0,10,1,16,0,10,-9900,99,-9900,99,-9900,99,0.7,51,0.066,1,0.124,1,0.351,51,0.17,0
2010-01-03,8:00,84.5,122.6,135,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,29,24,0,27,29,24,50,10,198,16,31,10,-9900,99,-9900,99,-9900,99,0.7,51,0.066,1,0.124,1,0.352,51,0.17,0
2010-01-03,9:00,74.9,132.5,369,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,205,24,542,27,63,24,205,10,542,16,63,10,-9900,99,-9900,99,-9900,99,0.7,3,0.066,1,0.124,1,0.354,51,0.17,0
2010-01-03,10:00,66.7,144.3,559,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,362,25,701,28,85,25,362,10,701,16,85,10,-9900,99,-9900,99,-9900,99,0.7,51,0.066,1,0.124,1,0.355,51,0.17,0
2010-01-03,11:00,60.8,158.2,691,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,479,25,777,28,100,25,479,10,777,16,100,10,-9900,99,-9900,99,-9900,99,0.7,51,0.066,1,0.124,1,0.357,51,0.17,0
2010-01-03,12:00,57.8,173.9,754,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,537,25,807,28,106,25,537,10,807,16,106,10,-9900,99,-9900,99,-9900,99,0.7,3,0.066,1,0.124,1,0.358,51,0.17,0
2010-01-03,13:00,58.2,190.2,745,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,529,24,804,27,105,24,529,10,804,16,105,10,-9900,99,-9900,99,-9900,99,0.6,51,0.066,1,0.124,1,0.360,51,0.17,0
2010-01-03,14:00,62.0,205.5,664,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,456,24,766,27,97,24,456,10,766,16,97,10,-9900,99,-9900,99,-9900,99,0.6,51,0.066,1,0.124,1,0.362,51,0.17,0
2010-01-03,15:00,68.6,218.9,517,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,327,24,676,27,80,24,327,10,676,16,80,10,-9900,99,-9900,99,-9900,99,0.6,3,0.066,1,0.124,1,0.363,51,0.17,0
2010-01-03,16:00,77.2,230.2,314,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,163,24,482,27,56,24,163,10,482,16,56,10,-9900,99,-9900,99,-9900,99,0.6,51,0.066,1,0.124,1,0.365,51,0.17,0
2010-01-03,17:00,86.1,238.9,78,1144,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,25,24,103,27,18,24,25,10,103,16,18,10,-9900,99,-9900,99,-9900,99,0.6,51,0.066,1,0.124,1,0.366,51,0.17,0
2010-01-03,18:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.066,1,0.124,1,0.368,51,0.17,0
2010-01-03,19:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.066,1,0.124,1,0.370,51,0.17,0
2010-01-03,20:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.066,1,0.124,1,0.371,51,0.17,0
2010-01-03,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.066,1,0.124,1,0.373,51,0.17,0
2010-01-03,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.066,1,0.124,1,0.374,51,0.17,0
2010-01-03,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.066,1,0.124,1,0.376,51,0.17,0
2010-01-03,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.066,1,0.124,1,0.377,51,0.17,0
2010-01-04,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.065,1,0.124,1,0.379,2,0.17,0
2010-01-04,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.065,1,0.124,1,0.379,51,0.17,0
2010-01-04,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,3,0.065,1,0.124,1,0.378,51,0.17,0
2010-01-04,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.065,1,0.124,1,0.378,51,0.17,0
2010-01-04,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.065,1,0.124,1,0.377,51,0.17,0
2010-01-04,6:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.065,1,0.124,1,0.377,51,0.17,0
2010-01-04,7:00,89.8,117.7,0,83,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,24,0,27,0,24,0,10,1,16,0,10,-9900,99,-9900,99,-9900,99,0.6,51,0.065,1,0.130,1,0.377,51,0.17,0
2010-01-04,8:00,84.5,122.4,135,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,29,24,0,27,29,24,49,10,188,16,31,10,-9900,99,-9900,99,-9900,99,0.6,51,0.065,1,0.130,1,0.376,51,0.17,0
2010-01-04,9:00,74.8,132.4,369,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,88,25,27,28,81,25,204,10,535,16,64,10,-9900,99,-9900,99,-9900,99,0.5,3,0.065,1,0.130,1,0.376,51,0.17,0
2010-01-04,10:00,66.7,144.2,560,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,153,24,129,27,102,24,363,10,697,16,87,10,-9900,99,-9900,99,-9900,99,0.5,51,0.065,1,0.130,1,0.375,51,0.17,0
2010-01-04,11:00,60.7,158.1,692,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,201,25,40,28,182,25,481,10,773,16,102,10,-9900,99,-9900,99,-9900,99,0.5,51,0.065,1,0.130,1,0.375,51,0.17,0
2010-01-04,12:00,57.7,173.8,756,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,189,24,0,27,189,24,539,10,803,16,109,10,-9900,99,-9900,99,-9900,99,0.5,3,0.065,1,0.130,1,0.374,51,0.17,0
2010-01-04,13:00,58.1,190.1,747,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,186,24,0,27,186,24,531,10,800,16,108,10,-9900,99,-9900,99,-9900,99,0.5,51,0.065,1,0.130,1,0.374,51,0.17,0
2010-01-04,14:00,61.9,205.4,667,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,244,25,244,28,129,25,458,10,761,16,99,10,-9900,99,-9900,99,-9900,99,0.5,51,0.065,1,0.130,1,0.374,51,0.17,0
2010-01-04,15:00,68.4,218.8,520,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,279,25,351,28,150,25,329,10,671,16,82,10,-9900,99,-9900,99,-9900,99,0.5,3,0.065,1,0.130,1,0.373,51,0.17,0
2010-01-04,16:00,77.0,230.2,317,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,138,25,313,28,68,25,165,10,478,16,58,10,-9900,99,-9900,99,-9900,99,0.5,51,0.065,1,0.130,1,0.373,51,0.17,0
2010-01-04,17:00,85.9,238.9,81,1144,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,26,24,102,27,18,24,26,10,102,16,18,10,-9900,99,-9900,99,-9900,99,0.5,51,0.065,1,0.130,1,0.372,51,0.17,0
2010-01-04,18:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,3,0.065,1,0.130,1,0.372,51,0.17,0
2010-01-04,19:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,51,0.065,1,0.130,1,0.372,51,0.17,0
2010-01-04,20:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,51,0.065,1,0.130,1,0.371,51,0.17,0
2010-01-04,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,3,0.065,1,0.130,1,0.371,51,0.17,0
2010-01-04,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,51,0.065,1,0.130,1,0.370,51,0.17,0
2010-01-04,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,51,0.065,1,0.130,1,0.370,51,0.17,0
2010-01-04,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,3,0.065,1,0.130,1,0.369,51,0.17,0
2010-01-05,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,51,0.065,1,0.130,1,0.369,2,0.17,0
2010-01-05,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,51,0.065,1,0.130,1,0.369,51,0.17,0
2010-01-05,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,3,0.065,1,0.130,1,0.369,51,0.17,0
2010-01-05,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,51,0.065,1,0.130,1,0.368,51,0.17,0
2010-01-05,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,51,0.065,1,0.130,1,0.368,51,0.17,0
2010-01-05,6:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,3,0.065,1,0.130,1,0.368,51,0.17,0
2010-01-05,7:00,89.8,117.6,0,83,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,25,8,28,0,25,0,10,8,16,0,10,-9900,99,-9900,99,-9900,99,0.3,51,0.065,1,0.061,1,0.368,51,0.17,0
2010-01-05,8:00,84.5,122.3,135,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,59,24,368,27,24,24,59,10,368,16,24,10,-9900,99,-9900,99,-9900,99,0.4,51,0.065,1,0.061,1,0.368,51,0.17,0
2010-01-05,9:00,74.8,132.2,370,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,228,24,703,27,44,24,228,10,703,16,44,10,-9900,99,-9900,99,-9900,99,0.4,3,0.065,1,0.061,1,0.367,51,0.17,0
2010-01-05,10:00,66.6,144.0,561,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,391,25,839,28,59,25,391,10,839,16,59,10,-9900,99,-9900,99,-9900,99,0.4,51,0.065,1,0.061,1,0.367,51,0.17,0
