YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2010-10-08,15:00,57.9,234.0,726,1369,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,504,24,769,27,96,24,504,10,769,16,96,10,-9900,99,-9900,99,-9900,99,2.1,3,0.148,1,0.111,1,0.286,51,0.17,0
2010-10-08,16:00,68.6,245.8,499,1369,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,310,24,651,27,73,24,310,10,651,16,73,10,-9900,99,-9900,99,-9900,99,2.0,51,0.148,1,0.111,1,0.286,51,0.17,0
2010-10-08,17:00,80.2,255.5,233,1369,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,109,24,383,27,44,24,109,10,383,16,44,10,-9900,99,-9900,99,-9900,99,1.8,51,0.148,1,0.111,1,0.286,51,0.17,0
2010-10-08,18:00,88.1,261.4,16,468,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,4,24,21,27,3,24,4,10,21,16,3,10,-9900,99,-9900,99,-9900,99,1.7,3,0.148,1,0.111,1,0.286,51,0.17,0
2010-10-08,19:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.7,51,0.148,1,0.111,1,0.287,51,0.17,0
2010-10-08,20:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,51,0.148,1,0.111,1,0.287,51,0.17,0
2010-10-08,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,3,0.148,1,0.111,1,0.287,51,0.17,0
2010-10-08,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,51,0.148,1,0.111,1,0.287,51,0.17,0
2010-10-08,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,51,0.148,1,0.111,1,0.287,51,0.17,0
2010-10-08,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,3,0.148,1,0.111,1,0.287,51,0.17,0
2010-10-09,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,51,0.146,1,0.111,1,0.288,51,0.17,0
2010-10-09,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,51,0.146,1,0.111,1,0.288,51,0.17,0
2010-10-09,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,3,0.146,1,0.111,1,0.288,51,0.17,0
2010-10-09,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,51,0.146,1,0.111,1,0.288,51,0.17,0
2010-10-09,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,51,0.146,1,0.111,1,0.288,51,0.17,0
2010-10-09,6:00,89.1,98.0,4,240,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,25,3,28,0,25,0,10,3,16,0,10,-9900,99,-9900,99,-9900,99,1.7,3,0.146,1,0.137,1,0.288,51,0.17,0
2010-10-09,7:00,82.3,103.1,182,1370,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,74,25,253,28,41,25,74,10,253,16,41,10,-9900,99,-9900,99,-9900,99,1.7,51,0.146,1,0.137,1,0.288,51,0.17,0
2010-10-09,8:00,70.7,112.7,452,1370,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,266,24,575,27,76,24,266,10,575,16,76,10,-9900,99,-9900,99,-9900,99,1.7,51,0.146,1,0.137,1,0.289,51,0.17,0
2010-10-09,9:00,59.9,124.0,686,1370,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,466,24,721,27,104,24,466,10,721,16,104,10,-9900,99,-9900,99,-9900,99,1.7,3,0.146,1,0.137,1,0.289,51,0.17,0
2010-10-09,10:00,50.6,138.3,869,1370,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,628,24,795,27,124,24,628,10,795,16,124,10,-9900,99,-9900,99,-9900,99,1.7,51,0.146,1,0.137,1,0.289,51,0.17,0
2010-10-09,11:00,44.0,156.5,986,1370,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,734,24,831,27,136,24,734,10,831,16,136,10,-9900,99,-9900,99,-9900,99,1.7,51,0.146,1,0.137,1,0.289,51,0.17,0
2010-10-09,12:00,41.3,178.1,1030,1370,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,774,24,843,27,140,24,774,10,843,16,140,10,-9900,99,-9900,99,-9900,99,1.8,3,0.146,1,0.137,1,0.289,51,0.17,0
2010-10-09,13:00,43.2,200.1,998,1370,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,745,24,834,27,137,24,745,10,834,16,137,10,-9900,99,-9900,99,-9900,99,1.8,51,0.146,1,0.137,1,0.289,51,0.17,0
2010-10-09,14:00,49.3,218.9,892,1370,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,649,24,802,27,127,24,649,10,802,16,127,10,-9900,99,-9900,99,-9900,99,1.8,51,0.146,1,0.137,1,0.289,51,0.17,0
2010-10-09,15:00,58.3,233.8,720,1370,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,494,24,736,27,108,24,494,10,736,16,108,10,-9900,99,-9900,99,-9900,99,1.8,3,0.146,1,0.137,1,0.290,51,0.17,0
2010-10-09,16:00,68.9,245.5,492,1370,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,299,24,607,27,81,24,299,10,607,16,81,10,-9900,99,-9900,99,-9900,99,1.7,51,0.146,1,0.137,1,0.290,51,0.17,0
2010-10-09,17:00,80.5,255.2,227,1370,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,101,24,324,27,47,24,101,10,324,16,47,10,-9900,99,-9900,99,-9900,99,1.6,51,0.146,1,0.137,1,0.290,51,0.17,0
2010-10-09,18:00,88.2,261.1,14,445,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,3,24,11,27,2,24,3,10,11,16,2,10,-9900,99,-9900,99,-9900,99,1.4,3,0.146,1,0.137,1,0.290,51,0.17,0
2010-10-09,19:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,51,0.146,1,0.137,1,0.290,51,0.17,0
2010-10-09,20:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,51,0.146,1,0.137,1,0.290,51,0.17,0
2010-10-09,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,3,0.146,1,0.137,1,0.290,51,0.17,0
2010-10-09,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,51,0.146,1,0.137,1,0.291,51,0.17,0
2010-10-09,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,51,0.146,1,0.137,1,0.291,51,0.17,0
2010-10-09,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,3,0.146,1,0.137,1,0.291,51,0.17,0
2010-10-10,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,51,0.145,1,0.137,1,0.291,2,0.17,0
2010-10-10,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,51,0.145,1,0.137,1,0.291,51,0.17,0
2010-10-10,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,3,0.145,1,0.137,1,0.291,51,0.17,0
2010-10-10,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,51,0.145,1,0.137,1,0.291,51,0.17,0
2010-10-10,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,51,0.145,1,0.137,1,0.292,51,0.17,0
2010-10-10,6:00,89.2,98.4,3,217,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,24,3,27,0,24,0,10,3,16,0,10,-9900,99,-9900,99,-9900,99,1.7,3,0.145,1,0.127,1,0.292,51,0.17,0
2010-10-10,7:00,82.5,103.5,179,1371,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,74,24,266,27,39,24,74,10,266,16,39,10,-9900,99,-9900,99,-9900,99,1.7,51,0.145,1,0.127,1,0.292,51,0.17,0
2010-10-10,8:00,70.9,113.0,448,1371,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,265,24,589,27,72,24,265,10,589,16,72,10,-9900,99,-9900,99,-9900,99,1.8,51,0.145,1,0.127,1,0.292,51,0.17,0
2010-10-10,9:00,60.1,124.3,682,1371,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,464,24,733,27,99,24,464,10,733,16,99,10,-9900,99,-9900,99,-9900,99,1.8,3,0.145,1,0.127,1,0.292,51,0.17,0
2010-10-10,10:00,50.9,138.6,864,1371,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,626,24,806,27,118,24,626,10,806,16,118,10,-9900,99,-9900,99,-9900,99,1.8,51,0.145,1,0.127,1,0.292,51,0.17,0
2010-10-10,11:00,44.3,156.7,981,1371,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,731,24,841,27,129,24,731,10,841,16,129,10,-9900,99,-9900,99,-9900,99,1.8,51,0.145,1,0.127,1,0.292,51,0.17,0
2010-10-10,12:00,41.6,178.2,1025,1371,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,770,24,852,27,133,24,770,10,852,16,133,10,-9900,99,-9900,99,-9900,99,1.9,3,0.145,1,0.127,1,0.292,51,0.17,0
2010-10-10,13:00,43.6,200.0,992,1371,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,741,24,843,27,130,24,741,10,843,16,130,10,-9900,99,-9900,99,-9900,99,1.9,51,0.145,1,0.127,1,0.293,51,0.17,0
2010-10-10,14:00,49.7,218.8,886,1371,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,645,24,811,27,120,24,645,10,811,16,120,10,-9900,99,-9900,99,-9900,99,1.9,51,0.145,1,0.127,1,0.293,51,0.17,0
2010-10-10,15:00,58.6,233.6,713,1371,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,490,24,746,27,102,24,490,10,746,16,102,10,-9900,99,-9900,99,-9900,99,1.9,3,0.145,1,0.127,1,0.293,51,0.17,0
2010-10-10,16:00,69.2,245.2,486,1371,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,296,24,619,27,77,24,296,10,619,16,77,10,-9900,99,-9900,99,-9900,99,1.8,51,0.145,1,0.127,1,0.293,51,0.17,0
2010-10-10,17:00,80.7,254.9,220,1371,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,99,24,334,27,45,24,99,10,334,16,45,10,-9900,99,-9900,99,-9900,99,1.6,51,0.145,1,0.127,1,0.293,51,0.17,0
2010-10-10,18:00,88.4,260.7,12,423,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,2,24,12,27,2,24,2,10,12,16,2,10,-9900,99,-9900,99,-9900,99,1.5,3,0.145,1,0.127,1,0.293,51,0.17,0
2010-10-10,19:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,51,0.145,1,0.127,1,0.293,51,0.17,0
2010-10-10,20:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,51,0.145,1,0.127,1,0.293,51,0.17,0
2010-10-10,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,3,0.145,1,0.127,1,0.294,51,0.17,0
2010-10-10,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,51,0.145,1,0.127,1,0.294,51,0.17,0
2010-10-10,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,51,0.145,1,0.127,1,0.294,51,0.17,0
2010-10-10,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,3,0.145,1,0.127,1,0.294,51,0.17,0
2010-10-11,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.7,51,0.144,1,0.127,1,0.294,2,0.17,0
2010-10-11,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.8,51,0.144,1,0.127,1,0.294,51,0.17,0
2010-10-11,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.8,3,0.144,1,0.127,1,0.295,51,0.17,0
2010-10-11,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.9,51,0.144,1,0.127,1,0.295,51,0.17,0
2010-10-11,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.9,51,0.144,1,0.127,1,0.295,51,0.17,0
2010-10-11,6:00,89.3,98.8,3,194,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,24,4,27,0,24,0,10,4,16,0,10,-9900,99,-9900,99,-9900,99,2.0,3,0.144,1,0.111,1,0.296,51,0.17,0
2010-10-11,7:00,82.7,103.8,175,1372,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,73,24,288,27,36,24,73,10,288,16,36,10,-9900,99,-9900,99,-9900,99,2.0,51,0.144,1,0.111,1,0.296,51,0.17,0
2010-10-11,8:00,71.1,113.4,444,1372,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,102,24,123,27,62,24,264,10,610,16,67,10,-9900,99,-9900,99,-9900,99,2.1,51,0.144,1,0.111,1,0.296,51,0.17,0
2010-10-11,9:00,60.4,124.7,678,1372,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,437,24,565,27,158,24,461,10,749,16,91,10,-9900,99,-9900,99,-9900,99,2.2,3,0.144,1,0.111,1,0.297,51,0.17,0
2010-10-11,10:00,51.2,138.9,859,1372,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,621,24,818,27,109,24,621,10,818,16,109,10,-9900,99,-9900,99,-9900,99,2.2,51,0.144,1,0.111,1,0.297,51,0.17,0
2010-10-11,11:00,44.6,157.0,976,1372,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,724,24,851,27,119,24,724,10,851,16,119,10,-9900,99,-9900,99,-9900,99,2.3,51,0.144,1,0.111,1,0.297,51,0.17,0
2010-10-11,12:00,42.0,178.3,1019,1372,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,568,24,464,27,223,24,763,10,861,16,123,10,-9900,99,-9900,99,-9900,99,2.4,3,0.144,1,0.111,1,0.298,51,0.17,0
2010-10-11,13:00,44.0,200.0,987,1372,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,733,24,853,27,120,24,733,10,853,16,120,10,-9900,99,-9900,99,-9900,99,2.4,51,0.144,1,0.111,1,0.298,51,0.17,0
2010-10-11,14:00,50.1,218.6,880,1372,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,269,24,60,27,230,24,638,10,822,16,111,10,-9900,99,-9900,99,-9900,99,2.4,51,0.144,1,0.111,1,0.298,51,0.17,0
2010-10-11,15:00,58.9,233.3,707,1372,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,425,24,544,27,144,24,485,10,759,16,94,10,-9900,99,-9900,99,-9900,99,2.4,3,0.144,1,0.111,1,0.299,51,0.17,0
2010-10-11,16:00,69.5,245.0,480,1372,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,120,24,32,27,108,24,292,10,633,16,71,10,-9900,99,-9900,99,-9900,99,2.4,51,0.144,1,0.111,1,0.299,51,0.17,0
2010-10-11,17:00,81.0,254.7,214,1372,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,70,24,12,27,68,24,96,10,351,16,42,10,-9900,99,-9900,99,-9900,99,2.4,51,0.144,1,0.111,1,0.299,51,0.17,0
2010-10-11,18:00,88.4,260.3,10,377,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,1,24,0,27,1,24,2,10,14,16,2,10,-9900,99,-9900,99,-9900,99,2.3,3,0.144,1,0.111,1,0.300,51,0.17,0
2010-10-11,19:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.3,51,0.144,1,0.111,1,0.300,51,0.17,0
2010-10-11,20:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.4,51,0.144,1,0.111,1,0.300,51,0.17,0
2010-10-11,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.4,3,0.144,1,0.111,1,0.301,51,0.17,0
2010-10-11,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.4,51,0.144,1,0.111,1,0.301,51,0.17,0
2010-10-11,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.4,51,0.144,1,0.111,1,0.301,51,0.17,0
2010-10-11,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.4,3,0.144,1,0.111,1,0.302,51,0.17,0
2010-10-12,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.4,51,0.142,1,0.111,1,0.302,2,0.17,0
2010-10-12,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.4,51,0.142,1,0.111,1,0.302,51,0.17,0
2010-10-12,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.4,3,0.142,1,0.111,1,0.301,51,0.17,0
2010-10-12,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.5,51,0.142,1,0.111,1,0.301,51,0.17,0
2010-10-12,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.7,51,0.142,1,0.111,1,0.301,51,0.17,0
2010-10-12,6:00,89.3,99.2,2,172,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,24,11,27,0,24,0,10,13,16,0,10,-9900,99,-9900,99,-9900,99,2.8,3,0.142,1,0.069,1,0.300,51,0.17,0
2010-10-12,7:00,82.8,104.2,171,1373,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,77,24,380,27,30,24,77,10,380,16,30,10,-9900,99,-9900,99,-9900,99,2.9,51,0.142,1,0.069,1,0.300,51,0.17,0
2010-10-12,8:00,71.3,113.7,439,1373,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,270,24,680,27,52,24,270,10,680,16,52,10,-9900,99,-9900,99,-9900,99,2.9,51,0.142,1,0.069,1,0.300,51,0.17,0
2010-10-12,9:00,60.6,125.0,673,1373,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,464,24,802,27,70,24,464,10,802,16,70,10,-9900,99,-9900,99,-9900,99,3.0,3,0.142,1,0.069,1,0.299,51,0.17,0
2010-10-12,10:00,51.5,139.3,855,1373,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,621,24,863,27,84,24,621,10,863,16,84,10,-9900,99,-9900,99,-9900,99,3.0,51,0.142,1,0.069,1,0.299,51,0.17,0
2010-10-12,11:00,45.0,157.2,971,1373,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,723,24,893,27,92,24,723,10,893,16,92,10,-9900,99,-9900,99,-9900,99,3.0,51,0.142,1,0.069,1,0.299,51,0.17,0
2010-10-12,12:00,42.4,178.4,1014,1373,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,761,25,903,28,95,25,761,10,903,16,95,10,-9900,99,-9900,99,-9900,99,2.9,3,0.142,1,0.069,1,0.298,51,0.17,0
2010-10-12,13:00,44.4,199.9,981,1373,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,733,24,896,27,92,24,733,10,896,16,92,10,-9900,99,-9900,99,-9900,99,2.9,51,0.142,1,0.069,1,0.298,51,0.17,0
2010-10-12,14:00,50.4,218.4,874,1373,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,413,24,429,27,140,24,640,10,871,16,85,10,-9900,99,-9900,99,-9900,99,2.8,51,0.142,1,0.069,1,0.298,51,0.17,0
2010-10-12,15:00,59.2,233.1,701,1373,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,489,24,816,27,72,24,489,10,816,16,72,10,-9900,99,-9900,99,-9900,99,2.8,3,0.142,1,0.069,1,0.297,51,0.17,0
2010-10-12,16:00,69.8,244.7,473,1373,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,283,24,599,27,76,24,298,10,706,16,54,10,-9900,99,-9900,99,-9900,99,2.7,51,0.142,1,0.069,1,0.297,51,0.17,0
2010-10-12,17:00,81.3,254.4,208,1373,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,100,24,442,27,33,24,100,10,442,16,33,10,-9900,99,-9900,99,-9900,99,2.7,51,0.142,1,0.069,1,0.297,51,0.17,0
2010-10-12,18:00,88.6,260.0,9,355,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,2,24,20,27,1,24,2,10,31,16,1,10,-9900,99,-9900,99,-9900,99,2.7,3,0.142,1,0.069,1,0.296,51,0.17,0
2010-10-12,19:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.8,51,0.142,1,0.069,1,0.296,51,0.17,0
2010-10-12,20:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.9,51,0.142,1,0.069,1,0.296,51,0.17,0
2010-10-12,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.1,3,0.142,1,0.069,1,0.295,51,0.17,0
2010-10-12,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.9,51,0.142,1,0.069,1,0.295,51,0.17,0
2010-10-12,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.8,51,0.142,1,0.069,1,0.295,51,0.17,0
2010-10-12,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.7,3,0.142,1,0.069,1,0.294,51,0.17,0
